,Series_Title,Released_Year,Certificate,Runtime,IMDB_Rating,Meta_score,Director,Gross,Drama,Crime,Action,Biography,Western,Comedy,Adventure,Animation,Horror,Mystery,Film-Noir,Fantasy,Family,Thriller,Romance,Sci-Fi,War,Music,Musical,Sport,History
647,Cast Away,2000,UA,143 min,7.8,73.0,Robert Zemeckis,"233,632,142",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
648,The Boondock Saints,1999,R,108 min,7.8,44.0,Troy Duffy,"25,812",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
649,The Insider,1999,UA,157 min,7.8,84.0,Michael Mann,"28,965,197",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
650,October Sky,1999,PG,108 min,7.8,71.0,Joe Johnston,"32,481,825",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
651,Shrek,2001,U,90 min,7.8,84.0,Andrew Adamson,"267,665,011",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Titanic,1997,UA,194 min,7.8,75.0,James Cameron,"659,325,379",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
653,Hana-bi,1997,,103 min,7.8,,Takeshi Kitano,"233,986",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,Gattaca,1997,UA,106 min,7.8,64.0,Andrew Niccol,"12,339,633",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
655,The Game,1997,UA,129 min,7.8,61.0,David Fincher,"48,323,648",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
656,Breaking the Waves,1996,R,159 min,7.8,76.0,Lars von Trier,"4,040,691",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Ed Wood,1994,U,127 min,7.8,70.0,Tim Burton,"5,887,457",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,What's Eating Gilbert Grape,1993,U,118 min,7.8,73.0,Lasse Hallström,"9,170,214",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Tombstone,1993,R,130 min,7.8,50.0,George P. Cosmatos,"56,505,065",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,The Sandlot,1993,U,101 min,7.8,55.0,David Mickey Evans,"32,416,586",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
661,The Remains of the Day,1993,U,134 min,7.8,84.0,James Ivory,"22,954,968",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
662,Naked,1993,,132 min,7.8,84.0,Mike Leigh,"1,769,305",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,The Fugitive,1993,U,130 min,7.8,87.0,Andrew Davis,"183,875,760",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,A Bronx Tale,1993,R,121 min,7.8,80.0,Robert De Niro,"17,266,971",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
665,Batman: Mask of the Phantasm,1993,PG,76 min,7.8,,Kevin Altieri,"5,617,391",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Lat sau san taam,1992,R,128 min,7.8,,John Woo,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
667,Night on Earth,1991,R,129 min,7.8,68.0,Jim Jarmusch,"2,015,810",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,La double vie de Véronique,1991,R,98 min,7.8,86.0,Krzysztof Kieslowski,"1,999,955",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
669,Boyz n the Hood,1991,A,112 min,7.8,76.0,John Singleton,"57,504,069",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Misery,1990,R,107 min,7.8,75.0,Rob Reiner,"61,276,872",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
671,Awakenings,1990,U,121 min,7.8,74.0,Penny Marshall,"52,096,475",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Majo no takkyûbin,1989,U,103 min,7.8,83.0,Hayao Miyazaki,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Glory,1989,R,122 min,7.8,78.0,Edward Zwick,"26,830,000",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
674,Dip huet seung hung,1989,R,111 min,7.8,82.0,John Woo,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,Back to the Future Part II,1989,U,108 min,7.8,57.0,Robert Zemeckis,"118,500,000",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
676,Mississippi Burning,1988,A,128 min,7.8,65.0,Alan Parker,"34,603,943",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
677,Predator,1987,A,107 min,7.8,45.0,John McTiernan,"59,735,548",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
678,Evil Dead II,1987,A,84 min,7.8,72.0,Sam Raimi,"5,923,044",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
679,Ferris Bueller's Day Off,1986,U,103 min,7.8,61.0,John Hughes,"70,136,369",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Down by Law,1986,R,107 min,7.8,75.0,Jim Jarmusch,"1,436,000",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,The Goonies,1985,U,114 min,7.8,62.0,Richard Donner,"61,503,218",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
682,The Color Purple,1985,U,154 min,7.8,78.0,Steven Spielberg,"98,467,863",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,The Breakfast Club,1985,UA,97 min,7.8,66.0,John Hughes,"45,875,171",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,The Killing Fields,1984,UA,141 min,7.8,76.0,Roland Joffé,"34,700,291",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
685,Ghostbusters,1984,UA,105 min,7.8,71.0,Ivan Reitman,"238,632,124",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
686,The Right Stuff,1983,PG,193 min,7.8,91.0,Philip Kaufman,"21,500,000",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,The King of Comedy,1982,U,109 min,7.8,73.0,Martin Scorsese,"2,500,000",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,E.T. the Extra-Terrestrial,1982,U,115 min,7.8,91.0,Steven Spielberg,"435,110,554",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
689,Kramer vs. Kramer,1979,A,105 min,7.8,77.0,Robert Benton,"106,260,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Days of Heaven,1978,PG,94 min,7.8,93.0,Terrence Malick,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
691,The Outlaw Josey Wales,1976,A,135 min,7.8,69.0,Clint Eastwood,"31,800,000",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,The Man Who Would Be King,1975,PG,129 min,7.8,91.0,John Huston,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
693,The Conversation,1974,U,113 min,7.8,85.0,Francis Ford Coppola,"4,420,000",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
694,La planète sauvage,1973,U,72 min,7.8,73.0,René Laloux,"193,817",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
695,The Day of the Jackal,1973,A,143 min,7.8,80.0,Fred Zinnemann,"16,056,255",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
696,Badlands,1973,PG,94 min,7.8,93.0,Terrence Malick,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,Cabaret,1972,A,124 min,7.8,80.0,Bob Fosse,"42,765,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
698,Willy Wonka & the Chocolate Factory,1971,U,100 min,7.8,67.0,Mel Stuart,"4,000,000",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
699,Midnight Cowboy,1969,A,113 min,7.8,79.0,John Schlesinger,"44,785,053",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,Wait Until Dark,1967,,108 min,7.8,81.0,Terence Young,"17,550,741",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
701,Guess Who's Coming to Dinner,1967,,108 min,7.8,63.0,Stanley Kramer,"56,700,000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,Bonnie and Clyde,1967,A,111 min,7.8,86.0,Arthur Penn,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,My Fair Lady,1964,U,170 min,7.8,95.0,George Cukor,"72,000,000",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
704,Mary Poppins,1964,U,139 min,7.8,88.0,Robert Stevenson,"102,272,727",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
705,The Longest Day,1962,G,178 min,7.8,75.0,Ken Annakin,"39,100,000",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
706,Jules et Jim,1962,,105 min,7.8,97.0,François Truffaut,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
707,The Innocents,1961,A,100 min,7.8,88.0,Jack Clayton,"2,616,000",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
708,À bout de souffle,1960,U,90 min,7.8,,Jean-Luc Godard,"336,705",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,Red River,1948,Passed,133 min,7.8,,Howard Hawks,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,Key Largo,1948,,100 min,7.8,,John Huston,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,To Have and Have Not,1944,PG,100 min,7.8,,Howard Hawks,,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
712,Shadow of a Doubt,1943,PG,108 min,7.8,94.0,Alfred Hitchcock,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
713,Stagecoach,1939,Passed,96 min,7.8,93.0,John Ford,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,The Lady Vanishes,1938,,96 min,7.8,98.0,Alfred Hitchcock,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
715,Bringing Up Baby,1938,Passed,102 min,7.8,91.0,Howard Hawks,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
716,Bride of Frankenstein,1935,,75 min,7.8,95.0,James Whale,"4,360,000",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
717,Duck Soup,1933,,69 min,7.8,93.0,Leo McCarey,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
718,Scarface: The Shame of the Nation,1932,PG,93 min,7.8,87.0,Howard Hawks,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Frankenstein,1931,Passed,70 min,7.8,91.0,James Whale,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
720,Roma,2018,R,135 min,7.7,96.0,Alfonso Cuarón,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,God's Own Country,2017,,104 min,7.7,85.0,Francis Lee,"335,609",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
722,Deadpool 2,2018,R,119 min,7.7,66.0,David Leitch,"324,591,735",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Wind River,2017,R,107 min,7.7,73.0,Taylor Sheridan,"33,800,859",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
724,Get Out,2017,R,104 min,7.7,85.0,Jordan Peele,"176,040,665",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
725,Mission: Impossible - Fallout,2018,UA,147 min,7.7,86.0,Christopher McQuarrie,"220,159,104",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
726,En man som heter Ove,2015,PG-13,116 min,7.7,70.0,Hannes Holm,"3,358,518",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
727,What We Do in the Shadows,2014,R,86 min,7.7,76.0,Jemaine Clement,"3,333,000",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
728,Omoide no Mânî,2014,U,103 min,7.7,72.0,James Simone,"765,127",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
729,The Theory of Everything,2014,U,123 min,7.7,72.0,James Marsh,"35,893,537",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
730,Kingsman: The Secret Service,2014,A,129 min,7.7,60.0,Matthew Vaughn,"128,261,724",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,The Fault in Our Stars,2014,UA,126 min,7.7,69.0,Josh Boone,"124,872,350",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
732,Me and Earl and the Dying Girl,2015,PG-13,105 min,7.7,74.0,Alfonso Gomez-Rejon,"6,743,776",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,Birdman or (The Unexpected Virtue of Ignorance),2014,A,119 min,7.7,87.0,Alejandro G. Iñárritu,"42,340,598",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,La vie d'Adèle,2013,A,180 min,7.7,89.0,Abdellatif Kechiche,"2,199,675",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735,Kai po che!,2013,U,130 min,7.7,40.0,Abhishek Kapoor,"1,122,527",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
736,The Broken Circle Breakdown,2012,,111 min,7.7,70.0,Felix van Groeningen,"175,058",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
737,Captain America: The Winter Soldier,2014,UA,136 min,7.7,70.0,Anthony Russo,"259,766,572",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
738,Rockstar,2011,UA,159 min,7.7,,Imtiaz Ali,"985,912",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
739,Nebraska,2013,UA,115 min,7.7,87.0,Alexander Payne,"17,654,912",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,Wreck-It Ralph,2012,U,101 min,7.7,72.0,Rich Moore,"189,422,889",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Le Petit Prince,2015,PG,108 min,7.7,70.0,Mark Osborne,"1,339,152",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Detachment,2011,,98 min,7.7,52.0,Tony Kaye,"71,177",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,Midnight in Paris,2011,PG-13,96 min,7.7,81.0,Woody Allen,"56,816,662",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
744,The Lego Movie,2014,U,100 min,7.7,83.0,Christopher Miller,"257,760,692",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Gravity,2013,UA,91 min,7.7,96.0,Alfonso Cuarón,"274,092,705",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
746,Star Trek Into Darkness,2013,UA,132 min,7.7,72.0,J.J. Abrams,"228,778,661",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
747,Beasts of No Nation,2015,,137 min,7.7,79.0,Cary Joji Fukunaga,"83,861",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
748,The Social Network,2010,UA,120 min,7.7,95.0,David Fincher,"96,962,694",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,X: First Class,2011,UA,131 min,7.7,65.0,Matthew Vaughn,"146,408,305",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
750,The Hangover,2009,UA,100 min,7.7,73.0,Todd Phillips,"277,322,503",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,Skyfall,2012,UA,143 min,7.7,81.0,Sam Mendes,"304,360,277",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
752,Silver Linings Playbook,2012,A,122 min,7.7,81.0,David O. Russell,"132,092,958",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
753,Argo,2012,A,120 min,7.7,86.0,Ben Affleck,"136,025,503",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
754,(500) Days of Summer,2009,UA,95 min,7.7,76.0,Marc Webb,"32,391,374",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
755,Harry Potter and the Deathly Hallows: Part 1,2010,A,146 min,7.7,65.0,David Yates,"295,983,305",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
756,Gake no ue no Ponyo,2008,U,101 min,7.7,86.0,Hayao Miyazaki,"15,090,400",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Frost/Nixon,2008,R,122 min,7.7,80.0,Ron Howard,"18,593,156",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
758,Papurika,2006,U,90 min,7.7,81.0,Satoshi Kon,"881,302",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
759,Changeling,2008,R,141 min,7.7,63.0,Clint Eastwood,"35,739,802",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,Flipped,2010,PG,90 min,7.7,45.0,Rob Reiner,"1,752,214",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
761,Toki o kakeru shôjo,2006,U,98 min,7.7,,Mamoru Hosoda,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Death Note: Desu nôto,2006,,126 min,7.7,,Shûsuke Kaneko,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763,This Is England,2006,,101 min,7.7,86.0,Shane Meadows,"327,919",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,Ex Machina,2014,UA,108 min,7.7,78.0,Alex Garland,"25,442,958",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
765,Efter brylluppet,2006,R,120 min,7.7,78.0,Susanne Bier,"412,544",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,The Last King of Scotland,2006,R,123 min,7.7,74.0,Kevin Macdonald,"17,605,861",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
767,Zodiac,2007,UA,157 min,7.7,78.0,David Fincher,"33,080,084",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
768,Lucky Number Slevin,2006,R,110 min,7.7,53.0,Paul McGuigan,"22,494,487",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Joyeux Noël,2005,PG-13,116 min,7.7,70.0,Christian Carion,"1,054,361",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
770,Control,2007,R,122 min,7.7,78.0,Anton Corbijn,"871,577",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
771,Tangled,2010,U,100 min,7.7,71.0,Nathan Greno,"200,821,936",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Zwartboek,2006,R,145 min,7.7,71.0,Paul Verhoeven,"4,398,392",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
773,Brokeback Mountain,2005,A,134 min,7.7,87.0,Ang Lee,"83,043,761",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
774,3:10 to Yuma,2007,A,122 min,7.7,76.0,James Mangold,"53,606,916",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Crash,2004,UA,112 min,7.7,66.0,Paul Haggis,"54,580,300",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
776,Kung fu,2004,UA,99 min,7.7,78.0,Stephen Chow,"17,108,591",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
777,The Bourne Supremacy,2004,A,108 min,7.7,73.0,Paul Greengrass,"176,241,941",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
778,The Machinist,2004,R,101 min,7.7,61.0,Brad Anderson,"1,082,715",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
779,Ray,2004,A,152 min,7.7,73.0,Taylor Hackford,"75,331,600",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
780,Lost in Translation,2003,UA,102 min,7.7,89.0,Sofia Coppola,"44,585,453",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,Harry Potter and the Goblet of Fire,2005,UA,157 min,7.7,81.0,Mike Newell,"290,013,036",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
782,Man on Fire,2004,UA,146 min,7.7,47.0,Tony Scott,"77,911,774",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Coraline,2009,U,100 min,7.7,80.0,Henry Selick,"75,286,229",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
784,The Last Samurai,2003,UA,154 min,7.7,55.0,Edward Zwick,"111,110,575",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,The Magdalene Sisters,2002,R,114 min,7.7,83.0,Peter Mullan,"4,890,878",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Good Bye Lenin!,2003,R,121 min,7.7,68.0,Wolfgang Becker,"4,064,200",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
787,In America,2002,PG-13,105 min,7.7,76.0,Jim Sheridan,"15,539,266",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,I Am Sam,2001,PG-13,132 min,7.7,28.0,Jessie Nelson,"40,311,852",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Adaptation.,2002,R,115 min,7.7,83.0,Spike Jonze,"22,245,861",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Black Hawk Down,2001,A,144 min,7.7,74.0,Ridley Scott,"108,638,745",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
791,Road to Perdition,2002,A,117 min,7.7,72.0,Sam Mendes,"104,454,762",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
792,Das Experiment,2001,R,120 min,7.7,60.0,Oliver Hirschbiegel,"141,072",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
793,Billy Elliot,2000,R,110 min,7.7,74.0,Stephen Daldry,"21,995,263",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
794,Hedwig and the Angry Inch,2001,R,95 min,7.7,85.0,John Cameron Mitchell,"3,029,081",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
795,Ocean's Eleven,2001,UA,116 min,7.7,74.0,Steven Soderbergh,"183,417,150",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
796,Vampire Hunter D: Bloodlust,2000,U,103 min,7.7,62.0,Yoshiaki Kawajiri,"151,086",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
797,"O Brother, Where Art Thou?",2000,U,107 min,7.7,69.0,Joel Coen,"45,512,588",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Interstate 60: Episodes of the Road,2002,R,116 min,7.7,,Bob Gale,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,"South Park: Bigger, Longer & Uncut",1999,A,81 min,7.7,73.0,Trey Parker,"52,037,603",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
800,Office Space,1999,R,89 min,7.7,68.0,Mike Judge,"10,824,921",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Happiness,1998,,134 min,7.7,81.0,Todd Solondz,"2,807,390",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,Training Day,2001,A,122 min,7.7,69.0,Antoine Fuqua,"76,631,907",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
803,Rushmore,1998,UA,93 min,7.7,86.0,Wes Anderson,"17,105,219",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
804,Abre los ojos,1997,U,119 min,7.7,,Alejandro Amenábar,"368,234",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
805,Being John Malkovich,1999,R,113 min,7.7,90.0,Spike Jonze,"22,858,926",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
806,As Good as It Gets,1997,A,139 min,7.7,67.0,James L. Brooks,"148,478,011",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
807,The Fifth Element,1997,UA,126 min,7.7,52.0,Luc Besson,"63,540,020",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
808,Le dîner de cons,1998,PG-13,80 min,7.7,73.0,Francis Veber,"4,065,116",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Donnie Brasco,1997,A,127 min,7.7,76.0,Mike Newell,"41,909,762",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Shine,1996,U,105 min,7.7,87.0,Scott Hicks,"35,811,509",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
